feature_set,window_size,n_components,clipping_threshold,kernel,C,epsilon,gamma,degree,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,30,10,120,poly,1.0,0.1,0.01,3,72.20468418699329,0.861322591509363,19.8165137674236,24.867703654221717
A,30,10,120,poly,10.0,0.01,scale,2,650.9451199010772,0.759544614261723,19.163101039152515,25.2317982325181
A,30,10,120,poly,10.0,0.01,scale,3,143.70687309956764,0.8641836513818593,15.547000048543604,19.37949252673518
A,30,10,120,poly,10.0,0.01,0.01,2,554.496348504855,0.7573451985908818,19.2798931938124,25.184280228990776
A,30,10,120,poly,10.0,0.01,0.01,3,131.139800216606,0.8652665521200085,16.93096926205976,21.08957485171502
A,30,10,120,poly,10.0,0.1,scale,2,652.6639478140365,0.7595914090101676,19.162008117368394,25.233495882073804
A,30,10,120,poly,10.0,0.1,scale,3,142.84992927278634,0.8642225586108381,15.542482279299936,19.374228518459898
A,30,10,120,poly,10.0,0.1,0.01,2,554.2261611725654,0.7574374620440034,19.278074571171537,25.18377701676507
A,30,10,120,poly,10.0,0.1,0.01,3,131.72220920856196,0.8652428140835016,16.932110500949772,21.09160311953277
A,30,10,125,rbf,0.1,0.01,scale,2,3.769977381444717,0.8793896782688083,10.55927535305026,14.250063789091532
A,30,10,125,rbf,0.1,0.01,scale,3,3.769977381444717,0.8793896782688083,10.55927535305026,14.250063789091532
A,30,10,125,rbf,0.1,0.01,0.01,2,3.628743516044745,0.8852097727645021,10.478738423122854,14.040022225355647
A,30,10,125,rbf,0.1,0.01,0.01,3,3.628743516044745,0.8852097727645021,10.478738423122854,14.040022225355647
A,30,10,125,rbf,0.1,0.1,scale,2,3.769777776707149,0.8793909221098698,10.559529849724203,14.249619413606004
A,30,10,125,rbf,0.1,0.1,scale,3,3.769777776707149,0.8793909221098698,10.559529849724203,14.249619413606004
A,30,10,125,rbf,0.1,0.1,0.01,2,3.6271944105102967,0.8852196548447011,10.477078930707188,14.037984338199038
A,30,10,125,rbf,0.1,0.1,0.01,3,3.6271944105102967,0.8852196548447011,10.477078930707188,14.037984338199038
A,30,10,125,rbf,1.0,0.01,scale,2,2.733584326965864,0.8970484308208903,8.519096308325436,12.370492496191249
A,30,10,125,rbf,1.0,0.01,scale,3,2.733584326965864,0.8970484308208903,8.519096308325436,12.370492496191249
A,30,10,125,rbf,1.0,0.01,0.01,2,2.90522717409029,0.8969492942471946,8.885395510089007,12.718206651451114
A,30,10,125,rbf,1.0,0.01,0.01,3,2.90522717409029,0.8969492942471946,8.885395510089007,12.718206651451114
A,30,10,125,rbf,1.0,0.1,scale,2,2.734399738699707,0.8970188334055601,8.518644962328171,12.371370067642186
A,30,10,125,rbf,1.0,0.1,scale,3,2.734399738699707,0.8970188334055601,8.518644962328171,12.371370067642186
A,30,10,125,rbf,1.0,0.1,0.01,2,2.905854963612245,0.8968994986345038,8.886618620583636,12.719288502879824
A,30,10,125,rbf,1.0,0.1,0.01,3,2.905854963612245,0.8968994986345038,8.886618620583636,12.719288502879824
A,30,10,125,rbf,10.0,0.01,scale,2,2.7032128039362613,0.89983402742029,8.18612945955358,12.144890568113244
A,30,10,125,rbf,10.0,0.01,scale,3,2.7032128039362613,0.89983402742029,8.18612945955358,12.144890568113244
A,30,10,125,rbf,10.0,0.01,0.01,2,2.6932268680460805,0.900963080159766,8.367985371213184,12.247761147983072
A,30,10,125,rbf,10.0,0.01,0.01,3,2.6932268680460805,0.900963080159766,8.367985371213184,12.247761147983072
A,30,10,125,rbf,10.0,0.1,scale,2,2.703001847890789,0.8998204292631684,8.189058979476382,12.14681933086615
A,30,10,125,rbf,10.0,0.1,scale,3,2.703001847890789,0.8998204292631684,8.189058979476382,12.14681933086615
A,30,10,125,rbf,10.0,0.1,0.01,2,2.6939665956600938,0.9009651991092048,8.367894053705909,12.248638793793871
A,30,10,125,rbf,10.0,0.1,0.01,3,2.6939665956600938,0.9009651991092048,8.367894053705909,12.248638793793871
A,30,10,125,linear,0.1,0.01,scale,2,3.996875623168262,0.8844936771954537,12.068509069573144,15.43038844276964
A,30,10,125,linear,0.1,0.01,scale,3,3.996875623168262,0.8844936771954537,12.068509069573144,15.43038844276964
A,30,10,125,linear,0.1,0.01,0.01,2,3.996875623168262,0.8844936771954537,12.068509069573144,15.43038844276964
A,30,10,125,linear,0.1,0.01,0.01,3,3.996875623168262,0.8844936771954537,12.068509069573144,15.43038844276964
A,30,10,125,linear,0.1,0.1,scale,2,3.9963957121364935,0.8844923004210143,12.067801051445816,15.429850154397272
A,30,10,125,linear,0.1,0.1,scale,3,3.9963957121364935,0.8844923004210143,12.067801051445816,15.429850154397272
A,30,10,125,linear,0.1,0.1,0.01,2,3.9963957121364935,0.8844923004210143,12.067801051445816,15.429850154397272
A,30,10,125,linear,0.1,0.1,0.01,3,3.9963957121364935,0.8844923004210143,12.067801051445816,15.429850154397272
A,30,10,125,linear,1.0,0.01,scale,2,3.999029055016462,0.8844178710887471,12.063393644309526,15.430110644647618
A,30,10,125,linear,1.0,0.01,scale,3,3.999029055016462,0.8844178710887471,12.063393644309526,15.430110644647618
A,30,10,125,linear,1.0,0.01,0.01,2,3.999029055016462,0.8844178710887471,12.063393644309526,15.430110644647618
A,30,10,125,linear,1.0,0.01,0.01,3,3.999029055016462,0.8844178710887471,12.063393644309526,15.430110644647618
A,30,10,125,linear,1.0,0.1,scale,2,3.9980954405454816,0.8844359202731967,12.06284220331332,15.429293229742612
A,30,10,125,linear,1.0,0.1,scale,3,3.9980954405454816,0.8844359202731967,12.06284220331332,15.429293229742612
A,30,10,125,linear,1.0,0.1,0.01,2,3.9980954405454816,0.8844359202731967,12.06284220331332,15.429293229742612
A,30,10,125,linear,1.0,0.1,0.01,3,3.9980954405454816,0.8844359202731967,12.06284220331332,15.429293229742612
A,30,10,125,linear,10.0,0.01,scale,2,3.999035479554647,0.8844043397695704,12.06314466899994,15.430420640108512
A,30,10,125,linear,10.0,0.01,scale,3,3.999035479554647,0.8844043397695704,12.06314466899994,15.430420640108512
A,30,10,125,linear,10.0,0.01,0.01,2,3.999035479554647,0.8844043397695704,12.06314466899994,15.430420640108512
A,30,10,125,linear,10.0,0.01,0.01,3,3.999035479554647,0.8844043397695704,12.06314466899994,15.430420640108512
A,30,10,125,linear,10.0,0.1,scale,2,3.9989521713885887,0.8844290505115611,12.062607549950762,15.42965499152545
A,30,10,125,linear,10.0,0.1,scale,3,3.9989521713885887,0.8844290505115611,12.062607549950762,15.42965499152545
A,30,10,125,linear,10.0,0.1,0.01,2,3.9989521713885887,0.8844290505115611,12.062607549950762,15.42965499152545
A,30,10,125,linear,10.0,0.1,0.01,3,3.9989521713885887,0.8844290505115611,12.062607549950762,15.42965499152545
A,30,10,125,poly,0.1,0.01,scale,2,99.94531742437348,0.6974910958788498,23.97572267130356,28.3527279441062
A,30,10,125,poly,0.1,0.01,scale,3,82.34070624280825,0.8522577966232887,21.38307238527129,26.352545096334403
A,30,10,125,poly,0.1,0.01,0.01,2,54.19923710333249,0.6695900204561654,26.497032454861927,30.93155906144249
A,30,10,125,poly,0.1,0.01,0.01,3,116.03047891612115,0.850897067941261,23.95921613290414,29.73798195798102
A,30,10,125,poly,0.1,0.1,scale,2,99.60642240092066,0.6974828393748262,23.97644166450957,28.35260736643866
A,30,10,125,poly,0.1,0.1,scale,3,82.44736278579377,0.852256208154097,21.38139812189628,26.3491497029608
A,30,10,125,poly,0.1,0.1,0.01,2,54.13267236999148,0.669579152282522,26.4985078453957,30.929526595977613
A,30,10,125,poly,0.1,0.1,0.01,3,115.92336275608804,0.8508853803917852,23.957556421338573,29.7306246950608
A,30,10,125,poly,1.0,0.01,scale,2,527.192411024028,0.7435309467783182,21.368542719488307,26.62389238854725
A,30,10,125,poly,1.0,0.01,scale,3,148.35189801243797,0.8571510111998706,18.206085657887325,22.439316683893963
A,30,10,125,poly,1.0,0.01,0.01,2,215.15405245336652,0.7173506287415237,22.787948168253457,27.43391105703274
A,30,10,125,poly,1.0,0.01,0.01,3,75.86623987168238,0.8528877272708499,21.176563858119778,26.071672930822587
A,30,10,125,poly,1.0,0.1,scale,2,528.3076684165263,0.7435452763815503,21.368585106771494,26.62613256720561
A,30,10,125,poly,1.0,0.1,scale,3,146.92350744431167,0.8571775796952803,18.20695401042628,22.440144058750494
A,30,10,125,poly,1.0,0.1,0.01,2,216.38861366644343,0.7172535429371046,22.789948358649667,27.43570754731715
A,30,10,125,poly,1.0,0.1,0.01,3,75.82479126303306,0.8528915633213167,21.177416204787317,26.07345004334359
A,30,10,125,poly,10.0,0.01,scale,2,727.3840426490335,0.7523328863498491,20.876889492743185,26.761717287857472
A,30,10,125,poly,10.0,0.01,scale,3,146.31352810691214,0.8568354942887387,16.3685815120161,20.38617550597973
A,30,10,125,poly,10.0,0.01,0.01,2,620.4505415149197,0.7497615970952449,21.040329902581885,26.61186814070804
A,30,10,125,poly,10.0,0.01,0.01,3,122.62788637772694,0.8572755142295204,18.023057388329185,22.211696992804317
A,30,10,125,poly,10.0,0.1,scale,2,726.7446642647535,0.7522631379409223,20.878491192132422,26.76179190796621
A,30,10,125,poly,10.0,0.1,scale,3,142.94941300530658,0.8568725650228124,16.372153917225177,20.384579726909617
A,30,10,125,poly,10.0,0.1,0.01,2,619.295435262693,0.7497798716082442,21.03930774103837,26.61038092493262
A,30,10,125,poly,10.0,0.1,0.01,3,123.37452247111018,0.8573084492417674,18.02278408287021,22.212528380891136
A,30,10,130,rbf,0.1,0.01,scale,2,4.094592704112991,0.8794710037564544,10.109116122096218,14.259378160462736
A,30,10,130,rbf,0.1,0.01,scale,3,4.094592704112991,0.8794710037564544,10.109116122096218,14.259378160462736
A,30,10,130,rbf,0.1,0.01,0.01,2,4.015661577825087,0.8845564785175315,10.065675782930883,14.124050675043998
A,30,10,130,rbf,0.1,0.01,0.01,3,4.015661577825087,0.8845564785175315,10.065675782930883,14.124050675043998
A,30,10,130,rbf,0.1,0.1,scale,2,4.095732872012951,0.8794494331892801,10.112163355407828,14.262180653388702
A,30,10,130,rbf,0.1,0.1,scale,3,4.095732872012951,0.8794494331892801,10.112163355407828,14.262180653388702
A,30,10,130,rbf,0.1,0.1,0.01,2,4.017159381433186,0.8845638494539291,10.065446685230114,14.124246382581315
A,30,10,130,rbf,0.1,0.1,0.01,3,4.017159381433186,0.8845638494539291,10.065446685230114,14.124246382581315
A,30,10,130,rbf,1.0,0.01,scale,2,2.98909968604897,0.8959525496080782,8.17333522998718,12.489174692544571
A,30,10,130,rbf,1.0,0.01,scale,3,2.98909968604897,0.8959525496080782,8.17333522998718,12.489174692544571
A,30,10,130,rbf,1.0,0.01,0.01,2,3.180593054490141,0.8959500641079765,8.52104229431226,12.800834557007343
A,30,10,130,rbf,1.0,0.01,0.01,3,3.180593054490141,0.8959500641079765,8.52104229431226,12.800834557007343
A,30,10,130,rbf,1.0,0.1,scale,2,2.9882746859362905,0.8959486155198837,8.17479519505509,12.489506556670907
A,30,10,130,rbf,1.0,0.1,scale,3,2.9882746859362905,0.8959486155198837,8.17479519505509,12.489506556670907
A,30,10,130,rbf,1.0,0.1,0.01,2,3.180891698533521,0.895958457580211,8.520954249525216,12.801017386864956
A,30,10,130,rbf,1.0,0.1,0.01,3,3.180891698533521,0.895958457580211,8.520954249525216,12.801017386864956
A,30,10,130,rbf,10.0,0.01,scale,2,2.9496328105286285,0.8983579640447397,7.879815971843622,12.315192560308097
A,30,10,130,rbf,10.0,0.01,scale,3,2.9496328105286285,0.8983579640447397,7.879815971843622,12.315192560308097
A,30,10,130,rbf,10.0,0.01,0.01,2,2.9462708528507813,0.8994594388713268,8.045263144910788,12.38870674886695
A,30,10,130,rbf,10.0,0.01,0.01,3,2.9462708528507813,0.8994594388713268,8.045263144910788,12.38870674886695
A,30,10,130,rbf,10.0,0.1,scale,2,2.9484182714893263,0.8983406964081377,7.879302677816473,12.31374488605297
A,30,10,130,rbf,10.0,0.1,scale,3,2.9484182714893263,0.8983406964081377,7.879302677816473,12.31374488605297
A,30,10,130,rbf,10.0,0.1,0.01,2,2.9455189532313257,0.8994257059413299,8.046009169464897,12.389809592918898
A,30,10,130,rbf,10.0,0.1,0.01,3,2.9455189532313257,0.8994257059413299,8.046009169464897,12.389809592918898
A,30,10,130,linear,0.1,0.01,scale,2,4.375243004562199,0.883327499138605,11.725835461286676,15.399376585312638
A,30,10,130,linear,0.1,0.01,scale,3,4.375243004562199,0.883327499138605,11.725835461286676,15.399376585312638
A,30,10,130,linear,0.1,0.01,0.01,2,4.375243004562199,0.883327499138605,11.725835461286676,15.399376585312638
A,30,10,130,linear,0.1,0.01,0.01,3,4.375243004562199,0.883327499138605,11.725835461286676,15.399376585312638
A,30,10,130,linear,0.1,0.1,scale,2,4.376701617188315,0.8833209798988134,11.725646069965183,15.40078101270856
A,30,10,130,linear,0.1,0.1,scale,3,4.376701617188315,0.8833209798988134,11.725646069965183,15.40078101270856
A,30,10,130,linear,0.1,0.1,0.01,2,4.376701617188315,0.8833209798988134,11.725646069965183,15.40078101270856
A,30,10,130,linear,0.1,0.1,0.01,3,4.376701617188315,0.8833209798988134,11.725646069965183,15.40078101270856
A,30,10,130,linear,1.0,0.01,scale,2,4.385598267921281,0.8832035591436667,11.723967984953472,15.405103574607784
A,30,10,130,linear,1.0,0.01,scale,3,4.385598267921281,0.8832035591436667,11.723967984953472,15.405103574607784
A,30,10,130,linear,1.0,0.01,0.01,2,4.385598267921281,0.8832035591436667,11.723967984953472,15.405103574607784
A,30,10,130,linear,1.0,0.01,0.01,3,4.385598267921281,0.8832035591436667,11.723967984953472,15.405103574607784
A,30,10,130,linear,1.0,0.1,scale,2,4.38420061116548,0.8832224978063496,11.723289175703435,15.404365247938983
A,30,10,130,linear,1.0,0.1,scale,3,4.38420061116548,0.8832224978063496,11.723289175703435,15.404365247938983
A,30,10,130,linear,1.0,0.1,0.01,2,4.38420061116548,0.8832224978063496,11.723289175703435,15.404365247938983
A,30,10,130,linear,1.0,0.1,0.01,3,4.38420061116548,0.8832224978063496,11.723289175703435,15.404365247938983
A,30,10,130,linear,10.0,0.01,scale,2,4.386718026514759,0.8832030795243458,11.722551551407582,15.40497901030022
A,30,10,130,linear,10.0,0.01,scale,3,4.386718026514759,0.8832030795243458,11.722551551407582,15.40497901030022
A,30,10,130,linear,10.0,0.01,0.01,2,4.386718026514759,0.8832030795243458,11.722551551407582,15.40497901030022
A,30,10,130,linear,10.0,0.01,0.01,3,4.386718026514759,0.8832030795243458,11.722551551407582,15.40497901030022
A,30,10,130,linear,10.0,0.1,scale,2,4.385242234625691,0.8832021972314429,11.723459976753286,15.405225430826974
A,30,10,130,linear,10.0,0.1,scale,3,4.385242234625691,0.8832021972314429,11.723459976753286,15.405225430826974
A,30,10,130,linear,10.0,0.1,0.01,2,4.385242234625691,0.8832021972314429,11.723459976753286,15.405225430826974
A,30,10,130,linear,10.0,0.1,0.01,3,4.385242234625691,0.8832021972314429,11.723459976753286,15.405225430826974
A,30,10,130,poly,0.1,0.01,scale,2,99.94481123636274,0.697491125212154,23.975724830277205,28.352734464634427
A,30,10,130,poly,0.1,0.01,scale,3,82.16571565167723,0.851448558411934,21.17960317769808,26.49016364025843
A,30,10,130,poly,0.1,0.01,0.01,2,54.19914996167805,0.6695900204561654,26.497032671792617,30.9315549141711
A,30,10,130,poly,0.1,0.01,0.01,3,117.45992980820716,0.8508083034887136,23.91718752549816,29.797078191736237
A,30,10,130,poly,0.1,0.1,scale,2,99.6042926355568,0.6974829879754578,23.976442565605915,28.35259698230196
A,30,10,130,poly,0.1,0.1,scale,3,82.21026967533226,0.8514359893221082,21.18039298952963,26.49202483258037
A,30,10,130,poly,0.1,0.1,0.01,2,54.13343611129461,0.6695790031838726,26.498503084580893,30.92956503351121
A,30,10,130,poly,0.1,0.1,0.01,3,117.54775925325389,0.8508262451321755,23.916190536951945,29.801858858955825
A,30,10,130,poly,1.0,0.01,scale,2,548.5239185370939,0.7445877061695254,21.33259509638604,26.700391878628853
A,30,10,130,poly,1.0,0.01,scale,3,135.10057411855746,0.8568633894306892,17.952369512612186,22.441112153970984
A,30,10,130,poly,1.0,0.01,0.01,2,215.15374000974376,0.7173505087538917,22.787950385161047,27.43391965202067
A,30,10,130,poly,1.0,0.01,0.01,3,78.56180256949982,0.851908996592778,20.965574741141964,26.18989845673134
A,30,10,130,poly,1.0,0.1,scale,2,548.8730866578675,0.7445187750645135,21.335438077367527,26.704858165012418
A,30,10,130,poly,1.0,0.1,scale,3,135.17086857167118,0.8568662356169444,17.948770573135402,22.435632124967206
A,30,10,130,poly,1.0,0.1,0.01,2,216.38888934595008,0.7172535735097899,22.789945530159,27.43571318986979
A,30,10,130,poly,1.0,0.1,0.01,3,78.6279227131748,0.8519104996567414,20.967153258909555,26.193113324629145
A,30,10,130,poly,10.0,0.01,scale,2,782.457669767052,0.7513963500504728,20.88442559551906,27.167178495935254
A,30,10,130,poly,10.0,0.01,scale,3,151.88015666040542,0.8564595379311679,16.004390355195255,20.27830516949298
A,30,10,130,poly,10.0,0.01,0.01,2,666.8926319264486,0.750482386844353,20.99572381475972,26.8010803785475
A,30,10,130,poly,10.0,0.01,0.01,3,124.32631566891123,0.8569561324513559,17.760736054145916,22.20836612590657
A,30,10,130,poly,10.0,0.1,scale,2,781.9943796795278,0.7513904033640084,20.88202368738845,27.16472786993587
A,30,10,130,poly,10.0,0.1,scale,3,146.08490663815775,0.8565032779836945,16.00229600469627,20.269945083339667
A,30,10,130,poly,10.0,0.1,0.01,2,667.6305366764042,0.7505335263502514,20.99628082363025,26.804657243338443
A,30,10,130,poly,10.0,0.1,0.01,3,123.59144353700306,0.8569642695909518,17.758962781940046,22.20744429519875
A,30,15,115,rbf,0.1,0.01,scale,2,2.8914443288376503,0.8916967169686094,9.445645154522094,12.682847476622984
A,30,15,115,rbf,0.1,0.01,scale,3,2.8914443288376503,0.8916967169686094,9.445645154522094,12.682847476622984
A,30,15,115,rbf,0.1,0.01,0.01,2,2.517932615555412,0.8995499270040372,9.004867068994946,12.11300803943781
A,30,15,115,rbf,0.1,0.01,0.01,3,2.517932615555412,0.8995499270040372,9.004867068994946,12.11300803943781
A,30,15,115,rbf,0.1,0.1,scale,2,2.8908480752878947,0.8917070459432779,9.445562914767793,12.682188602572497
A,30,15,115,rbf,0.1,0.1,scale,3,2.8908480752878947,0.8917070459432779,9.445562914767793,12.682188602572497
A,30,15,115,rbf,0.1,0.1,0.01,2,2.51756626533405,0.8995693682776889,9.003486531203363,12.112044429025854
A,30,15,115,rbf,0.1,0.1,0.01,3,2.51756626533405,0.8995693682776889,9.003486531203363,12.112044429025854
A,30,15,115,rbf,1.0,0.01,scale,2,1.9611176749845391,0.9093841368108572,7.522522378024698,10.710160622431577
A,30,15,115,rbf,1.0,0.01,scale,3,1.9611176749845391,0.9093841368108572,7.522522378024698,10.710160622431577
A,30,15,115,rbf,1.0,0.01,0.01,2,2.025972815842807,0.911446814452188,7.6744351701096445,10.893601208978527
A,30,15,115,rbf,1.0,0.01,0.01,3,2.025972815842807,0.911446814452188,7.6744351701096445,10.893601208978527
A,30,15,115,rbf,1.0,0.1,scale,2,1.9618260479098797,0.9093732791939116,7.524103954948683,10.712101664475352
A,30,15,115,rbf,1.0,0.1,scale,3,1.9618260479098797,0.9093732791939116,7.524103954948683,10.712101664475352
A,30,15,115,rbf,1.0,0.1,0.01,2,2.0262203506704486,0.9114141076933178,7.675930472374313,10.8952167252753
A,30,15,115,rbf,1.0,0.1,0.01,3,2.0262203506704486,0.9114141076933178,7.675930472374313,10.8952167252753
A,30,15,115,rbf,10.0,0.01,scale,2,1.8768959304478103,0.912632875405358,6.987399529054763,10.410867443916892
A,30,15,115,rbf,10.0,0.01,scale,3,1.8768959304478103,0.912632875405358,6.987399529054763,10.410867443916892
A,30,15,115,rbf,10.0,0.01,0.01,2,1.87188077946054,0.914571362896732,7.10147750197738,10.449203346740994
A,30,15,115,rbf,10.0,0.01,0.01,3,1.87188077946054,0.914571362896732,7.10147750197738,10.449203346740994
A,30,15,115,rbf,10.0,0.1,scale,2,1.8762955057132853,0.912656025854141,6.98577233478662,10.410068697951756
A,30,15,115,rbf,10.0,0.1,scale,3,1.8762955057132853,0.912656025854141,6.98577233478662,10.410068697951756
A,30,15,115,rbf,10.0,0.1,0.01,2,1.870746169062809,0.9145840160922376,7.100914403786602,10.447897476731372
A,30,15,115,rbf,10.0,0.1,0.01,3,1.870746169062809,0.9145840160922376,7.100914403786602,10.447897476731372
A,30,15,115,linear,0.1,0.01,scale,2,2.849141028187949,0.901369951182839,10.770377186659918,13.49469794679194
A,30,15,115,linear,0.1,0.01,scale,3,2.849141028187949,0.901369951182839,10.770377186659918,13.49469794679194
A,30,15,115,linear,0.1,0.01,0.01,2,2.849141028187949,0.901369951182839,10.770377186659918,13.49469794679194
A,30,15,115,linear,0.1,0.01,0.01,3,2.849141028187949,0.901369951182839,10.770377186659918,13.49469794679194
A,30,15,115,linear,0.1,0.1,scale,2,2.850929266896785,0.9013712333405598,10.771918857050732,13.497354523349362
A,30,15,115,linear,0.1,0.1,scale,3,2.850929266896785,0.9013712333405598,10.771918857050732,13.497354523349362
A,30,15,115,linear,0.1,0.1,0.01,2,2.850929266896785,0.9013712333405598,10.771918857050732,13.497354523349362
A,30,15,115,linear,0.1,0.1,0.01,3,2.850929266896785,0.9013712333405598,10.771918857050732,13.497354523349362
A,30,15,115,linear,1.0,0.01,scale,2,2.852543397608506,0.9012931893180728,10.770941519945897,13.49908478199284
A,30,15,115,linear,1.0,0.01,scale,3,2.852543397608506,0.9012931893180728,10.770941519945897,13.49908478199284
A,30,15,115,linear,1.0,0.01,0.01,2,2.852543397608506,0.9012931893180728,10.770941519945897,13.49908478199284
A,30,15,115,linear,1.0,0.01,0.01,3,2.852543397608506,0.9012931893180728,10.770941519945897,13.49908478199284
A,30,15,115,linear,1.0,0.1,scale,2,2.8499327259361333,0.9013320363821264,10.766853294503582,13.494373435109082
A,30,15,115,linear,1.0,0.1,scale,3,2.8499327259361333,0.9013320363821264,10.766853294503582,13.494373435109082
A,30,15,115,linear,1.0,0.1,0.01,2,2.8499327259361333,0.9013320363821264,10.766853294503582,13.494373435109082
A,30,15,115,linear,1.0,0.1,0.01,3,2.8499327259361333,0.9013320363821264,10.766853294503582,13.494373435109082
A,30,15,115,linear,10.0,0.01,scale,2,2.852863460698716,0.9012843274476467,10.77056984062238,13.499231753138554
A,30,15,115,linear,10.0,0.01,scale,3,2.852863460698716,0.9012843274476467,10.77056984062238,13.499231753138554
A,30,15,115,linear,10.0,0.01,0.01,2,2.852863460698716,0.9012843274476467,10.77056984062238,13.499231753138554
A,30,15,115,linear,10.0,0.01,0.01,3,2.852863460698716,0.9012843274476467,10.77056984062238,13.499231753138554
A,30,15,115,linear,10.0,0.1,scale,2,2.85057700610194,0.9013227913755216,10.766809276529358,13.49485267700751
A,30,15,115,linear,10.0,0.1,scale,3,2.85057700610194,0.9013227913755216,10.766809276529358,13.49485267700751
A,30,15,115,linear,10.0,0.1,0.01,2,2.85057700610194,0.9013227913755216,10.766809276529358,13.49485267700751
A,30,15,115,linear,10.0,0.1,0.01,3,2.85057700610194,0.9013227913755216,10.766809276529358,13.49485267700751
A,30,15,115,poly,0.1,0.01,scale,2,89.51853662995758,0.7151888859393948,20.13888477750128,26.266919333184354
A,30,15,115,poly,0.1,0.01,scale,3,111.38612862145504,0.8701591246153294,18.493725714567745,23.904921141007843
A,30,15,115,poly,0.1,0.01,0.01,2,52.77658383514999,0.6876686977050569,22.52110501719965,28.703151095123992
A,30,15,115,poly,0.1,0.01,0.01,3,88.50584116138226,0.8670658139825967,20.48144392019401,27.11507698435141
A,30,15,115,poly,0.1,0.1,scale,2,89.540741984704,0.7151941902690439,20.13921948456944,26.26997886183699
A,30,15,115,poly,0.1,0.1,scale,3,109.95488916012346,0.8702043874317738,18.493776038072447,23.90340965920856
A,30,15,115,poly,0.1,0.1,0.01,2,52.71852776578429,0.6876668519485263,22.519939375796763,28.69776072702989
A,30,15,115,poly,0.1,0.1,0.01,3,88.49947250733507,0.8670641745953921,20.48128222626727,27.114605463978663
A,30,15,115,poly,1.0,0.01,scale,2,402.6096623200902,0.7577952221822029,17.765811325228476,23.700948390692268
A,30,15,115,poly,1.0,0.01,scale,3,50.53424006066221,0.8777753947455815,15.309326425151085,19.340621216960614
A,30,15,115,poly,1.0,0.01,0.01,2,140.34817395382248,0.7382857916489991,18.78720962341369,24.7778788791107
A,30,15,115,poly,1.0,0.01,0.01,3,87.28913527213015,0.8718620731905695,18.03218932784217,23.24797291702181
A,30,15,115,poly,1.0,0.1,scale,2,402.6648537591892,0.7578114669581406,17.76699762326738,23.70070809432321
A,30,15,115,poly,1.0,0.1,scale,3,50.69842228254502,0.8777446806206776,15.310937537190586,19.3431561411529
A,30,15,115,poly,1.0,0.1,0.01,2,139.94326533092277,0.7383130750634208,18.78696272853708,24.77820591863201
A,30,15,115,poly,1.0,0.1,0.01,3,87.34722545756907,0.8718607744274796,18.03208195044173,23.24691345182305
A,30,15,115,poly,10.0,0.01,scale,2,546.2502508913085,0.7613468974273079,17.569509881013534,23.57456654364146
A,30,15,115,poly,10.0,0.01,scale,3,127.1431062837012,0.8770373475117299,13.647543298789127,17.08512604720414
A,30,15,115,poly,10.0,0.01,0.01,2,508.9494370823712,0.7624056884170548,17.506937302139928,23.49181471826821
A,30,15,115,poly,10.0,0.01,0.01,3,52.78482837856511,0.8782392898942595,14.880991479523544,18.7084525053724
A,30,15,115,poly,10.0,0.1,scale,2,546.9197796812675,0.7613972511821938,17.56914728017564,23.572473403771674
A,30,15,115,poly,10.0,0.1,scale,3,126.62068483002244,0.8770309766224778,13.646323678983077,17.083331089837042
A,30,15,115,poly,10.0,0.1,0.01,2,509.58309587565,0.7623682579243453,17.507244121788897,23.491840286349557
A,30,15,115,poly,10.0,0.1,0.01,3,53.07708153776821,0.8782284900266593,14.88021011279116,18.70737807414605
A,30,15,120,rbf,0.1,0.01,scale,2,3.4190574840166965,0.8839755899586468,10.24148273412024,13.638283908975694
A,30,15,120,rbf,0.1,0.01,scale,3,3.4190574840166965,0.8839755899586468,10.24148273412024,13.638283908975694
A,30,15,120,rbf,0.1,0.01,0.01,2,3.0603509045365214,0.8919094793227449,9.861471315205094,13.125656901369664
A,30,15,120,rbf,0.1,0.01,0.01,3,3.0603509045365214,0.8919094793227449,9.861471315205094,13.125656901369664
A,30,15,120,rbf,0.1,0.1,scale,2,3.4169443004184217,0.8839914849299415,10.240795986815325,13.636893272103697
A,30,15,120,rbf,0.1,0.1,scale,3,3.4169443004184217,0.8839914849299415,10.240795986815325,13.636893272103697
A,30,15,120,rbf,0.1,0.1,0.01,2,3.0590224752700896,0.8919169163322145,9.861745227899254,13.1249601250029
A,30,15,120,rbf,0.1,0.1,0.01,3,3.0590224752700896,0.8919169163322145,9.861745227899254,13.1249601250029
A,30,15,120,rbf,1.0,0.01,scale,2,2.398029423898323,0.9013889633796032,8.320428058380731,11.7046492339987
A,30,15,120,rbf,1.0,0.01,scale,3,2.398029423898323,0.9013889633796032,8.320428058380731,11.7046492339987
A,30,15,120,rbf,1.0,0.01,0.01,2,2.4730447659191284,0.9034484648095592,8.476152157530237,11.883828317000653
A,30,15,120,rbf,1.0,0.01,0.01,3,2.4730447659191284,0.9034484648095592,8.476152157530237,11.883828317000653
A,30,15,120,rbf,1.0,0.1,scale,2,2.3972535786524616,0.9014042329971796,8.318992776626327,11.702902890688655
A,30,15,120,rbf,1.0,0.1,scale,3,2.3972535786524616,0.9014042329971796,8.318992776626327,11.702902890688655
A,30,15,120,rbf,1.0,0.1,0.01,2,2.47393156137895,0.9034354827349984,8.477062088741617,11.884738370678178
