feature_set,window_size,n_components,clipping_threshold,distribution,method,tdf,confidence_threshold,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,20,10,120,gaussian,em,5,0.3,4160.159595371476,0.5627311133729863,32.26177366855458,46.69132402697049
A,20,10,120,gaussian,em,5,0.5,4434.019606184926,0.560512614423616,32.56706290839999,47.065566820926804
A,20,10,120,gaussian,em,5,0.95,5162.101800724638,0.5552197638566116,33.24072748837594,47.88087409688959
A,20,10,120,gaussian,aic,3,0.3,3553.751927030599,0.5686769827509748,31.570281570461596,45.80457215160233
A,20,10,120,gaussian,aic,3,0.5,3954.48057631398,0.5645086081406872,32.03039181383101,46.394765632121626
A,20,10,120,gaussian,aic,3,0.95,4889.674389442817,0.55686272739681,32.971056844754884,47.545839039802686
A,20,10,120,gaussian,aic,5,0.3,3553.751927030599,0.5686769827509748,31.570281570461596,45.80457215160233
A,20,10,120,gaussian,aic,5,0.5,3954.48057631398,0.5645086081406872,32.03039181383101,46.394765632121626
A,20,10,120,gaussian,aic,5,0.95,4889.674389442817,0.55686272739681,32.971056844754884,47.545839039802686
A,20,10,120,t,em,3,0.3,3483.5115472550738,0.5693549652036338,31.50108615479731,45.716641865601346
A,20,10,120,t,em,3,0.5,3913.1046588199365,0.565005857948519,31.970355667046157,46.31734685529219
A,20,10,120,t,em,3,0.95,4837.036133712675,0.5572169915774612,32.94431774924612,47.50747560838944
A,20,10,120,t,em,5,0.3,3516.43215455858,0.5691148720399596,31.51732330945088,45.741007288692835
A,20,10,120,t,em,5,0.5,3921.8274214727367,0.5648417795740434,31.991039082078665,46.34151274122398
A,20,10,120,t,em,5,0.95,4853.836888845479,0.557093440160622,32.94790839514145,47.515910485140466
A,20,10,120,t,aic,3,0.3,3483.5115472550738,0.5693549652036338,31.50108615479731,45.716641865601346
A,20,10,120,t,aic,3,0.5,3913.1046588199365,0.565005857948519,31.970355667046157,46.31734685529219
A,20,10,120,t,aic,3,0.95,4837.036133712675,0.5572169915774612,32.94431774924612,47.50747560838944
A,20,10,120,t,aic,5,0.3,3516.43215455858,0.5691148720399596,31.51732330945088,45.741007288692835
A,20,10,120,t,aic,5,0.5,3921.8274214727367,0.5648417795740434,31.991039082078665,46.34151274122398
A,20,10,120,t,aic,5,0.95,4853.836888845479,0.557093440160622,32.94790839514145,47.515910485140466
A,20,10,125,gamma,em,3,0.3,3932.2657859497194,0.5629936050087109,29.879094682307187,46.17405629430764
A,20,10,125,gamma,em,3,0.5,4186.944702210807,0.5606500774218467,30.23314672732858,46.58851001717934
A,20,10,125,gamma,em,3,0.95,5050.429220420034,0.5541605836144188,31.08575124793065,47.62103342539312
A,20,10,125,gamma,em,5,0.3,3932.2657859497194,0.5629936050087109,29.879094682307187,46.17405629430764
A,20,10,125,gamma,em,5,0.5,4186.944702210807,0.5606500774218467,30.23314672732858,46.58851001717934
A,20,10,125,gamma,em,5,0.95,5050.429220420034,0.5541605836144188,31.08575124793065,47.62103342539312
A,20,10,125,gamma,aic,3,0.3,3630.2450545970314,0.5658633814127476,29.65183907607578,45.84317424757023
A,20,10,125,gamma,aic,3,0.5,4016.9057853523145,0.5620468292629482,30.08301115155581,46.39440959454711
A,20,10,125,gamma,aic,3,0.95,4928.56862244367,0.5549399701721189,30.98943158433108,47.506288462529696
A,20,10,125,gamma,aic,5,0.3,3630.2450545970314,0.5658633814127476,29.65183907607578,45.84317424757023
A,20,10,125,gamma,aic,5,0.5,4016.9057853523145,0.5620468292629482,30.08301115155581,46.39440959454711
A,20,10,125,gamma,aic,5,0.95,4928.56862244367,0.5549399701721189,30.98943158433108,47.506288462529696
A,20,10,125,gaussian,em,3,0.3,4159.926151606809,0.5608730900591867,30.24094370561976,46.598622655165045
A,20,10,125,gaussian,em,3,0.5,4433.786162420258,0.5587249785130446,30.54623294546517,46.97367461805659
A,20,10,125,gaussian,em,3,0.95,5161.8683569599725,0.553599575613688,31.219897525441116,47.79064798458458
A,20,10,125,gaussian,em,5,0.3,4159.926151606809,0.5608730900591867,30.24094370561976,46.598622655165045
A,20,10,125,gaussian,em,5,0.5,4433.786162420258,0.5587249785130446,30.54623294546517,46.97367461805659
A,20,10,125,gaussian,em,5,0.95,5161.8683569599725,0.553599575613688,31.219897525441116,47.79064798458458
A,20,10,125,gaussian,aic,3,0.3,3553.5184832659324,0.5666318526899655,29.54945160752677,45.71023090424579
A,20,10,125,gaussian,aic,3,0.5,3954.2471325493125,0.5625950686030337,30.009561850896187,46.30167300051794
